plot 0,0 -0.982951	0.00812608	999.016	0.0684905	491.887	870.172	
plot 0,0 -0.981749	0.0115708	999.018	0.0720388	491.965	870.165	
plot 0,0 -0.980091	0.0149052	999.019	0.0754654	492.041	870.142	
plot 0,0 -0.977987	0.0180681	999.021	0.0787284	492.111	870.105	
plot 0,0 -0.975454	0.0209993	999.024	0.0817862	492.171	870.056	
plot 0,0 -0.972517	0.0236401	999.027	0.0845988	492.219	869.997	
plot 0,0 -0.96921	0.0259349	999.03	0.0871282	492.253	869.931	
plot 0,0 -0.965575	0.0278319	999.033	0.0893398	492.268	869.858	
plot 0,0 -0.96166	0.0292845	999.036	0.0912025	492.263	869.783	
plot 0,0 -0.957521	0.030252	999.04	0.0926901	492.235	869.708	
plot 0,0 -0.953218	0.0307009	999.044	0.0937814	492.184	869.634	
plot 0,0 -0.948817	0.0306051	999.048	0.0944613	492.107	869.564	
plot 0,0 -0.944389	0.0299475	999.051	0.0947213	492.004	869.501	
plot 0,0 -0.940005	0.0287197	999.055	0.0945594	491.874	869.447	
plot 0,0 -0.935739	0.0269227	999.059	0.0939811	491.718	869.404	
plot 0,0 -0.931668	0.0245677	999.062	0.0929992	491.535	869.374	
plot 0,0 -0.927863	0.0216754	999.066	0.091634	491.327	869.358	
plot 0,0 -0.924397	0.0182763	999.068	0.0899132	491.094	869.359	
plot 0,0 -0.921338	0.0144105	999.071	0.0878719	490.839	869.376	
plot 0,0 -0.918748	0.0101274	999.073	0.0855518	490.563	869.412	
plot 0,0 -0.916684	0.00548469	999.075	0.0830012	490.269	869.467	
plot 0,0 -0.915196	0.000547882	999.076	0.0802741	489.959	869.541	
plot 0,0 -0.914326	-0.00461061	999.076	0.0774297	489.636	869.634	
plot 0,0 -0.914106	-0.00991257	999.076	0.0745314	489.303	869.746	
plot 0,0 -0.914559	-0.0152752	999.075	0.0716457	488.964	869.876	
plot 0,0 -0.915695	-0.0206123	999.074	0.0688416	488.622	870.024	
plot 0,0 -0.917516	-0.0258359	999.072	0.0661892	488.28	870.188	
plot 0,0 -0.92001	-0.0308573	999.069	0.0637584	487.942	870.367	
plot 0,0 -0.923155	-0.035589	999.066	0.0616181	487.611	870.559	
plot 0,0 -0.926918	-0.0399459	999.063	0.0598345	487.291	870.763	
plot 0,0 -0.931252	-0.043847	999.058	0.0584705	486.984	870.976	
plot 0,0 -0.936103	-0.0472168	999.054	0.0575838	486.695	871.196	
plot 0,0 -0.941405	-0.0499867	999.049	0.0572265	486.424	871.421	
plot 0,0 -0.947082	-0.0520963	999.043	0.0574434	486.176	871.648	
plot 0,0 -0.953051	-0.0534946	999.038	0.0582714	485.952	871.876	
plot 0,0 -0.959224	-0.0541413	999.032	0.0597386	485.754	872.101	
plot 0,0 -0.965503	-0.0540074	999.026	0.0618636	485.584	872.321	
plot 0,0 -0.971791	-0.0530763	999.021	0.0646546	485.441	872.534	
plot 0,0 -0.977985	-0.0513439	999.015	0.0681094	485.327	872.738	
plot 0,0 -0.983981	-0.0488195	999.01	0.0722148	485.243	872.93	
plot 0,0 -0.989679	-0.0455256	999.004	0.0769469	485.187	873.108	
plot 0,0 -0.994979	-0.0414977	999	0.0822708	485.159	873.271	
plot 0,0 -0.999786	-0.0367845	998.995	0.0881412	485.157	873.418	
plot 0,0 -1.00401	-0.0314468	998.992	0.0945026	485.181	873.547	
plot 0,0 -1.00757	-0.0255572	998.989	0.10129	485.228	873.656	
plot 0,0 -1.0104	-0.0191988	998.986	0.108431	485.296	873.746	
plot 0,0 -1.01243	-0.0124643	998.985	0.115843	485.383	873.816	
plot 0,0 -1.01361	-0.00545445	998.984	0.12344	485.485	873.865	
plot 0,0 -1.0139	0.00172322	998.984	0.13113	485.599	873.895	
plot 0,0 -1.01329	0.00895629	998.984	0.138816	485.723	873.905	
plot 0,0 -1.01176	0.016129	998.986	0.1464	485.852	873.896	
plot 0,0 -1.00931	0.0231244	998.989	0.153783	485.984	873.87	
plot 0,0 -1.00598	0.0298257	998.992	0.160867	486.115	873.827	
plot 0,0 -1.00179	0.0361189	998.996	0.167558	486.241	873.769	
plot 0,0 -0.996796	0.0418943	999.001	0.173763	486.36	873.698	
plot 0,0 -0.991061	0.0470483	999.006	0.179399	486.467	873.617	
plot 0,0 -0.984663	0.0514857	999.012	0.184387	486.561	873.526	
plot 0,0 -0.977693	0.055121	999.019	0.188659	486.637	873.429	
plot 0,0 -0.970251	0.0578799	999.026	0.192156	486.695	873.328	
plot 0,0 -0.962449	0.0597014	999.033	0.19483	486.73	873.225	
plot 0,0 -0.954405	0.0605383	999.041	0.196648	486.743	873.123	
plot 0,0 -0.946244	0.0603586	999.048	0.197587	486.731	873.024	
plot 0,0 -0.938095	0.0591463	999.056	0.19764	486.693	872.93	
plot 0,0 -0.93009	0.0569018	999.063	0.196813	486.629	872.844	
plot 0,0 -0.922359	0.0536423	999.07	0.195127	486.539	872.768	
plot 0,0 -0.915033	0.0494018	999.077	0.192619	486.422	872.703	
plot 0,0 -0.908236	0.0442309	999.083	0.189336	486.28	872.652	
plot 0,0 -0.902087	0.038196	999.089	0.185344	486.114	872.616	
plot 0,0 -0.896695	0.0313789	999.094	0.180717	485.924	872.597	
plot 0,0 -0.892162	0.0238754	999.098	0.175544	485.714	872.595	
plot 0,0 -0.888573	0.015794	999.101	0.169923	485.485	872.611	
plot 0,0 -0.886004	0.00725448	999.103	0.163963	485.24	872.646	
plot 0,0 -0.884513	-0.00161387	999.104	0.157779	484.982	872.699	
plot 0,0 -0.884142	-0.0106744	999.104	0.151492	484.714	872.772	
plot 0,0 -0.884915	-0.0197849	999.103	0.145229	484.438	872.862	
plot 0,0 -0.886839	-0.0288002	999.101	0.139117	484.159	872.969	
plot 0,0 -0.889903	-0.0375742	999.098	0.133284	483.88	873.093	
plot 0,0 -0.894075	-0.0459622	999.093	0.127857	483.604	873.232	
plot 0,0 -0.899308	-0.0538237	999.088	0.122956	483.335	873.385	
plot 0,0 -0.905533	-0.0610242	999.082	0.118697	483.077	873.549	
plot 0,0 -0.912667	-0.0674378	999.075	0.115189	482.832	873.723	
plot 0,0 -0.92061	-0.0729494	999.067	0.112528	482.603	873.904	
plot 0,0 -0.929248	-0.0774565	999.059	0.110801	482.394	874.091	
plot 0,0 -0.938453	-0.0808714	999.05	0.11008	482.207	874.281	
plot 0,0 -0.948087	-0.0831226	999.041	0.110422	482.044	874.472	
plot 0,0 -0.958001	-0.0841562	999.031	0.11187	481.907	874.661	
plot 0,0 -0.968041	-0.0839372	999.022	0.114449	481.797	874.846	
plot 0,0 -0.978049	-0.0824502	999.012	0.118165	481.717	875.024	
plot 0,0 -0.987864	-0.0797001	999.003	0.123008	481.665	875.193	
plot 0,0 -0.997326	-0.0757121	998.994	0.128948	481.643	875.352	
plot 0,0 -1.00628	-0.0705318	998.986	0.135941	481.651	875.497	
plot 0,0 -1.01457	-0.0642245	998.978	0.14392	481.687	875.628	
plot 0,0 -1.02206	-0.0568749	998.971	0.152805	481.751	875.742	
plot 0,0 -1.02862	-0.0485853	998.965	0.162499	481.841	875.839	
plot 0,0 -1.03412	-0.0394749	998.96	0.172892	481.955	875.917	
plot 0,0 -1.03847	-0.0296776	998.956	0.183859	482.091	875.975	
plot 0,0 -1.04158	-0.0193403	998.953	0.195266	482.247	876.013	
plot 0,0 -1.04338	-0.00862076	998.952	0.206969	482.42	876.031	
plot 0,0 -1.04382	0.00231512	998.952	0.218816	482.606	876.029	
plot 0,0 -1.04289	0.0132956	998.953	0.230653	482.803	876.007	
plot 0,0 -1.04057	0.0241458	998.955	0.242323	483.007	875.966	
plot 0,0 -1.03688	0.0346906	998.959	0.253669	483.214	875.906	
plot 0,0 -1.03187	0.0447575	998.964	0.264536	483.421	875.83	
plot 0,0 -1.02559	0.0541793	998.97	0.274777	483.625	875.738	
plot 0,0 -1.01814	0.0627968	998.977	0.284252	483.823	875.633	
plot 0,0 -1.0096	0.0704618	998.985	0.292829	484.01	875.516	
plot 0,0 -1.00011	0.0770393	998.995	0.300393	484.184	875.388	
plot 0,0 -0.989804	0.0824101	999.005	0.306839	484.342	875.254	
plot 0,0 -0.978834	0.0864726	999.015	0.312083	484.482	875.114	
plot 0,0 -0.967368	0.0891451	999.026	0.316055	484.6	874.972	
plot 0,0 -0.955583	0.090367	999.037	0.318708	484.696	874.829	
plot 0,0 -0.943662	0.0901002	999.049	0.320013	484.768	874.688	
plot 0,0 -0.931794	0.0883302	999.06	0.319963	484.814	874.551	
plot 0,0 -0.920168	0.085066	999.071	0.318574	484.834	874.422	
plot 0,0 -0.908974	0.0803411	999.081	0.315883	484.828	874.301	
plot 0,0 -0.898395	0.0742125	999.091	0.311946	484.795	874.191	
plot 0,0 -0.888607	0.0667606	999.1	0.306844	484.736	874.094	
plot 0,0 -0.879777	0.0580878	999.109	0.300675	484.653	874.011	
plot 0,0 -0.872056	0.0483174	999.116	0.293557	484.546	873.944	
plot 0,0 -0.865581	0.0375919	999.122	0.285624	484.418	873.894	
plot 0,0 -0.860471	0.0260705	999.126	0.277024	484.271	873.862	
plot 0,0 -0.856824	0.0139275	999.13	0.26792	484.107	873.848	
plot 0,0 -0.854714	0.00134869	999.131	0.258484	483.928	873.852	
plot 0,0 -0.854194	-0.0114705	999.131	0.248895	483.739	873.875	
plot 0,0 -0.855292	-0.0243287	999.13	0.239339	483.542	873.916	
plot 0,0 -0.858007	-0.0370216	999.127	0.230003	483.34	873.975	
plot 0,0 -0.862316	-0.049345	999.123	0.221071	483.138	874.05	
plot 0,0 -0.86817	-0.0610985	999.117	0.212725	482.938	874.141	
plot 0,0 -0.875491	-0.0720881	999.11	0.205141	482.744	874.245	
plot 0,0 -0.884182	-0.0821302	999.101	0.198484	482.559	874.362	
plot 0,0 -0.894118	-0.091054	999.091	0.192906	482.388	874.489	
plot 0,0 -0.905155	-0.0987049	999.08	0.188544	482.232	874.624	
plot 0,0 -0.917131	-0.104947	999.069	0.185517	482.095	874.766	
plot 0,0 -0.929866	-0.109664	999.056	0.183927	481.979	874.911	
plot 0,0 -0.943164	-0.112765	999.044	0.18385	481.887	875.058	
plot 0,0 -0.95682	-0.114183	999.03	0.185344	481.822	875.204	
plot 0,0 -0.970621	-0.113876	999.017	0.188438	481.783	875.346	
plot 0,0 -0.984349	-0.11183	999.004	0.193139	481.773	875.483	
plot 0,0 -0.997785	-0.108059	998.991	0.199428	481.792	875.611	
plot 0,0 -1.01071	-0.102605	998.979	0.20726	481.841	875.73	
plot 0,0 -1.02292	-0.0955356	998.967	0.216566	481.92	875.836	
plot 0,0 -1.0342	-0.0869465	998.956	0.227251	482.027	875.928	
plot 0,0 -1.04437	-0.0769583	998.946	0.239199	482.163	876.004	
plot 0,0 -1.05325	-0.0657149	998.938	0.252273	482.326	876.063	
plot 0,0 -1.0607	-0.0533822	998.931	0.266315	482.513	876.104	
plot 0,0 -1.06657	-0.0401448	998.926	0.28115	482.723	876.125	
plot 0,0 -1.07076	-0.0262039	998.922	0.296589	482.954	876.126	
plot 0,0 -1.07317	-0.0117742	998.92	0.312433	483.202	876.107	
plot 0,0 -1.07377	0.00292002	998.919	0.328471	483.464	876.068	
plot 0,0 -1.07251	0.0176476	998.921	0.344491	483.738	876.009	
plot 0,0 -1.0694	0.0321746	998.924	0.360275	484.02	875.931	
plot 0,0 -1.06446	0.046268	998.929	0.375608	484.306	875.834	
plot 0,0 -1.05777	0.0596992	998.936	0.390282	484.593	875.719	
plot 0,0 -1.0494	0.0722478	998.944	0.404094	484.878	875.589	
plot 0,0 -1.03948	0.0837055	998.953	0.416856	485.156	875.444	
plot 0,0 -1.02814	0.0938792	998.965	0.428391	485.425	875.287	
plot 0,0 -1.01556	0.102594	998.977	0.438543	485.682	875.119	
plot 0,0 -1.00191	0.109698	998.99	0.447176	485.923	874.943	
plot 0,0 -0.987413	0.115061	999.004	0.454175	486.146	874.761	
plot 0,0 -0.972283	0.118582	999.019	0.459451	486.348	874.576	
plot 0,0 -0.956756	0.120186	999.034	0.462943	486.528	874.389	
plot 0,0 -0.941075	0.119829	999.049	0.464616	486.683	874.204	
plot 0,0 -0.925488	0.117498	999.064	0.464464	486.813	874.022	
plot 0,0 -0.910243	0.113211	999.078	0.46251	486.917	873.846	
plot 0,0 -0.895586	0.107018	999.092	0.458808	486.993	873.679	
plot 0,0 -0.881755	0.0989991	999.106	0.453438	487.043	873.522	
plot 0,0 -0.868979	0.0892637	999.118	0.446509	487.066	873.377	
plot 0,0 -0.857469	0.0779509	999.129	0.438154	487.064	873.245	
plot 0,0 -0.847421	0.0652254	999.138	0.428533	487.038	873.13	
plot 0,0 -0.839008	0.0512763	999.146	0.417825	486.99	873.031	
plot 0,0 -0.83238	0.0363138	999.152	0.406231	486.921	872.949	
plot 0,0 -0.827656	0.0205663	999.156	0.393966	486.834	872.886	
plot 0,0 -0.824931	0.00427665	999.159	0.381259	486.732	872.841	
plot 0,0 -0.824266	-0.0123013	999.159	0.368348	486.617	872.815	
plot 0,0 -0.82569	-0.028907	999.157	0.355477	486.494	872.807	
plot 0,0 -0.8292	-0.0452768	999.154	0.342891	486.365	872.817	
plot 0,0 -0.834758	-0.0611487	999.148	0.330834	486.233	872.844	
plot 0,0 -0.842295	-0.0762661	999.14	0.319543	486.103	872.887	
plot 0,0 -0.851708	-0.0903821	999.131	0.309247	485.977	872.945	
plot 0,0 -0.862866	-0.103264	999.12	0.300159	485.86	873.016	
plot 0,0 -0.875606	-0.114696	999.108	0.292477	485.755	873.097	
plot 0,0 -0.889739	-0.124483	999.094	0.286378	485.664	873.189	
plot 0,0 -0.905055	-0.132457	999.079	0.282015	485.591	873.287	
plot 0,0 -0.921319	-0.138474	999.063	0.279516	485.538	873.39	
plot 0,0 -0.938282	-0.142422	999.046	0.278979	485.508	873.495	
plot 0,0 -0.955681	-0.144221	999.029	0.280475	485.504	873.6	
plot 0,0 -0.973243	-0.143823	999.012	0.284039	485.526	873.703	
plot 0,0 -0.99069	-0.141215	998.995	0.289677	485.576	873.801	
plot 0,0 -1.00775	-0.136421	998.979	0.297362	485.655	873.892	
plot 0,0 -1.02413	-0.129497	998.963	0.307032	485.764	873.973	
plot 0,0 -1.03959	-0.120536	998.948	0.318596	485.902	874.044	
plot 0,0 -1.05386	-0.109663	998.934	0.331931	486.069	874.1	
plot 0,0 -1.06671	-0.097034	998.922	0.346883	486.264	874.142	
plot 0,0 -1.07792	-0.082835	998.911	0.363274	486.486	874.167	
plot 0,0 -1.08731	-0.0672783	998.903	0.380899	486.733	874.174	
plot 0,0 -1.09469	-0.0505995	998.896	0.399535	487.003	874.162	
plot 0,0 -1.09996	-0.0330542	998.891	0.418937	487.294	874.131	
plot 0,0 -1.10299	-0.0149137	998.888	0.43885	487.603	874.079	
plot 0,0 -1.10373	0.00353899	998.887	0.459005	487.927	874.008	
plot 0,0 -1.10214	0.0220135	998.889	0.47913	488.263	873.916	
plot 0,0 -1.09823	0.0402168	998.893	0.498949	488.607	873.805	
plot 0,0 -1.09205	0.0578577	998.899	0.518189	488.956	873.676	
plot 0,0 -1.08367	0.0746518	998.908	0.536584	489.307	873.528	
plot 0,0 -1.07321	0.0903257	998.918	0.553882	489.655	873.364	
plot 0,0 -1.06082	0.104622	998.93	0.569841	489.998	873.186	
plot 0,0 -1.04668	0.117302	998.944	0.584243	490.332	872.994	
plot 0,0 -1.031	0.128152	998.959	0.596891	490.654	872.792	
plot 0,0 -1.01401	0.136986	998.976	0.607613	490.961	872.581	
plot 0,0 -0.995985	0.143647	998.994	0.61627	491.249	872.363	
plot 0,0 -0.97719	0.148013	999.012	0.622751	491.517	872.141	
plot 0,0 -0.957922	0.149996	999.031	0.626981	491.762	871.917	
plot 0,0 -0.938481	0.149546	999.049	0.628918	491.982	871.694	
plot 0,0 -0.919175	0.146652	999.068	0.628558	492.177	871.474	
plot 0,0 -0.900311	0.14134	999.086	0.625934	492.344	871.259	
plot 0,0 -0.882192	0.133676	999.104	0.621113	492.484	871.052	
plot 0,0 -0.865112	0.123763	999.12	0.614198	492.597	870.855	
plot 0,0 -0.849348	0.111742	999.135	0.605329	492.682	870.67	
plot 0,0 -0.835162	0.0977873	999.149	0.594675	492.741	870.498	
plot 0,0 -0.822789	0.0821049	999.161	0.582435	492.775	870.342	
plot 0,0 -0.81244	0.0649308	999.171	0.568837	492.784	870.203	
plot 0,0 -0.804295	0.0465261	999.178	0.55413	492.772	870.081	
plot 0,0 -0.798499	0.0271733	999.184	0.538585	492.741	869.977	
plot 0,0 -0.795162	0.00717237	999.187	0.522486	492.693	869.892	
plot 0,0 -0.794354	-0.0131645	999.187	0.506129	492.631	869.826	
plot 0,0 -0.796108	-0.0335172	999.185	0.489819	492.558	869.779	
plot 0,0 -0.800414	-0.0535632	999.181	0.473858	492.478	869.751	
plot 0,0 -0.807224	-0.0729825	999.174	0.458548	492.394	869.74	
plot 0,0 -0.816447	-0.0914624	999.165	0.444184	492.31	869.746	
plot 0,0 -0.827955	-0.108703	999.153	0.431045	492.229	869.768	
plot 0,0 -0.841582	-0.124422	999.14	0.419395	492.154	869.803	
plot 0,0 -0.857127	-0.13836	999.125	0.409477	492.09	869.851	
plot 0,0 -0.874359	-0.150282	999.108	0.401506	492.038	869.909	
plot 0,0 -0.893015	-0.159985	999.089	0.39567	492.003	869.975	
plot 0,0 -0.91281	-0.167299	999.07	0.392124	491.988	870.047	
plot 0,0 -0.933439	-0.172091	999.05	0.390987	491.994	870.122	
plot 0,0 -0.95458	-0.174267	999.029	0.392342	492.024	870.199	
plot 0,0 -0.975903	-0.173775	999.008	0.396233	492.079	870.274	
plot 0,0 -0.997069	-0.170602	998.988	0.402663	492.162	870.346	
plot 0,0 -1.01774	-0.164781	998.968	0.411597	492.273	870.412	
plot 0,0 -1.03759	-0.156386	998.948	0.422957	492.413	870.469	
plot 0,0 -1.0563	-0.145531	998.93	0.436629	492.581	870.516	
plot 0,0 -1.07356	-0.132371	998.914	0.452459	492.779	870.55	
plot 0,0 -1.08908	-0.117099	998.899	0.47026	493.004	870.57	
plot 0,0 -1.10262	-0.0999421	998.886	0.489811	493.256	870.574	
plot 0,0 -1.11394	-0.0811598	998.875	0.510862	493.533	870.561	
plot 0,0 -1.12284	-0.0610384	998.866	0.533138	493.834	870.53	
plot 0,0 -1.12917	-0.0398876	998.86	0.556341	494.155	870.479	
plot 0,0 -1.13282	-0.0180357	998.857	0.580159	494.494	870.409	
plot 0,0 -1.1337	0.00417566	998.856	0.604264	494.849	870.319	
plot 0,0 -1.13178	0.0263969	998.858	0.628325	495.216	870.209	
plot 0,0 -1.12707	0.0482759	998.863	0.652009	495.591	870.079	
plot 0,0 -1.11964	0.0694635	998.871	0.674983	495.972	869.931	
plot 0,0 -1.10957	0.0896193	998.881	0.696927	496.355	869.765	
plot 0,0 -1.09702	0.108417	998.893	0.717533	496.736	869.582	
plot 0,0 -1.08216	0.125549	998.908	0.736514	497.111	869.385	
plot 0,0 -1.06521	0.140734	998.924	0.753603	497.478	869.174	
plot 0,0 -1.04643	0.153717	998.943	0.768566	497.832	868.951	
plot 0,0 -1.02611	0.164279	998.963	0.781197	498.172	868.72	
plot 0,0 -1.00455	0.172235	998.984	0.791329	498.493	868.481	
plot 0,0 -0.982085	0.177443	999.006	0.79883	498.793	868.238	
plot 0,0 -0.959074	0.179802	999.028	0.803611	499.071	867.992	
plot 0,0 -0.935873	0.179257	999.051	0.805625	499.323	867.747	
plot 0,0 -0.912849	0.175796	999.074	0.80487	499.549	867.505	
plot 0,0 -0.890367	0.169456	999.095	0.801384	499.747	867.267	
plot 0,0 -0.868788	0.160318	999.116	0.795253	499.917	867.037	
plot 0,0 -0.848458	0.14851	999.136	0.786604	500.058	866.817	
plot 0,0 -0.829709	0.134201	999.154	0.775602	500.172	866.609	
plot 0,0 -0.812848	0.117602	999.171	0.762455	500.257	866.414	
plot 0,0 -0.798153	0.0989605	999.185	0.747403	500.316	866.234	
plot 0,0 -0.785871	0.0785599	999.197	0.730719	500.349	866.071	
plot 0,0 -0.776212	0.0567117	999.206	0.712704	500.36	865.926	
plot 0,0 -0.769346	0.033753	999.212	0.693681	500.349	865.799	
plot 0,0 -0.765399	0.0100404	999.216	0.673993	500.32	865.692	
plot 0,0 -0.764451	-0.0140553	999.217	0.653993	500.275	865.604	
plot 0,0 -0.766538	-0.0381548	999.214	0.634044	500.218	865.536	
plot 0,0 -0.771644	-0.0618763	999.209	0.61451	500.151	865.488	
plot 0,0 -0.779707	-0.0848418	999.201	0.595748	500.079	865.457	
plot 0,0 -0.790619	-0.106683	999.19	0.578109	500.004	865.445	
plot 0,0 -0.804224	-0.127047	999.177	0.561926	499.931	865.449	
plot 0,0 -0.820322	-0.145601	999.161	0.547512	499.862	865.468	
plot 0,0 -0.838675	-0.162042	999.143	0.535153	499.802	865.5	
plot 0,0 -0.859006	-0.176096	999.123	0.525107	499.753	865.544	
plot 0,0 -0.881004	-0.187525	999.101	0.517593	499.72	865.597	
plot 0,0 -0.904331	-0.196133	999.078	0.512794	499.703	865.657	
plot 0,0 -0.928626	-0.201766	999.054	0.510851	499.707	865.722	
plot 0,0 -0.95351	-0.204317	999.03	0.511859	499.734	865.79	
plot 0,0 -0.978593	-0.203727	999.005	0.515868	499.786	865.857	
plot 0,0 -1.00348	-0.199987	998.981	0.522881	499.863	865.922	
plot 0,0 -1.02777	-0.193136	998.957	0.532852	499.968	865.983	
plot 0,0 -1.05108	-0.183266	998.935	0.545691	500.101	866.036	
plot 0,0 -1.07303	-0.170514	998.913	0.561257	500.262	866.079	
plot 0,0 -1.09328	-0.155065	998.894	0.57937	500.451	866.111	
plot 0,0 -1.11148	-0.137147	998.876	0.599805	500.668	866.13	
plot 0,0 -1.12733	-0.117031	998.861	0.622301	500.911	866.134	
plot 0,0 -1.14058	-0.0950215	998.848	0.646561	501.18	866.121	
plot 0,0 -1.151	-0.0714561	998.838	0.672258	501.471	866.091	
plot 0,0 -1.1584	-0.0466989	998.831	0.699043	501.783	866.042	
plot 0,0 -1.16265	-0.0211351	998.827	0.726545	502.114	865.973	
plot 0,0 -1.16367	0.00483523	998.826	0.75438	502.46	865.885	
plot 0,0 -1.16142	0.0308031	998.829	0.782156	502.819	865.778	
plot 0,0 -1.15591	0.0563573	998.834	0.80948	503.187	865.651	
plot 0,0 -1.14722	0.0810907	998.843	0.835965	503.56	865.506	
plot 0,0 -1.13547	0.104607	998.855	0.861233	503.935	865.342	
plot 0,0 -1.12082	0.126527	998.869	0.884923	504.309	865.162	
plot 0,0 -1.10348	0.146494	998.887	0.906698	504.677	864.967	
plot 0,0 -1.08373	0.16418	998.906	0.926249	505.037	864.758	
plot 0,0 -1.06185	0.179294	998.928	0.943299	505.385	864.538	
plot 0,0 -1.03818	0.191581	998.951	0.957611	505.718	864.308	
plot 0,0 -1.01309	0.20083	998.976	0.968989	506.032	864.071	
plot 0,0 -0.986959	0.206877	999.001	0.977281	506.326	863.828	
plot 0,0 -0.960205	0.20961	999.028	0.982385	506.596	863.583	
plot 0,0 -0.933244	0.208965	999.054	0.984248	506.84	863.338	
plot 0,0 -0.906501	0.204935	999.08	0.982867	507.058	863.095	
plot 0,0 -0.880402	0.197564	999.106	0.978291	507.248	862.857	
plot 0,0 -0.855363	0.18695	999.13	0.970622	507.408	862.627	
plot 0,0 -0.831786	0.173244	999.153	0.960007	507.539	862.406	
plot 0,0 -0.810054	0.156644	999.174	0.946644	507.64	862.196	
plot 0,0 -0.790519	0.137399	999.193	0.930775	507.712	862	
plot 0,0 -0.773503	0.115797	999.21	0.912682	507.757	861.82	
plot 0,0 -0.75929	0.0921689	999.224	0.892684	507.775	861.656	
plot 0,0 -0.748121	0.0668763	999.234	0.871132	507.768	861.51	
plot 0,0 -0.740187	0.0403108	999.242	0.848405	507.738	861.384	
plot 0,0 -0.735633	0.0128861	999.246	0.824899	507.688	861.277	
plot 0,0 -0.734549	-0.0149684	999.247	0.801029	507.621	861.19	
plot 0,0 -0.736971	-0.0428142	999.244	0.777215	507.54	861.124	
plot 0,0 -0.742879	-0.0702105	999.238	0.75388	507.447	861.077	
plot 0,0 -0.752199	-0.0967211	999.229	0.73144	507.347	861.051	
