-0.954197	2.01497e-06	999.046	2.06732e-06	499.523	865.198	
-0.954193	7.95505e-06	999.046	8.36207e-06	499.521	865.197	
-0.954187	1.76542e-05	999.046	1.90143e-05	499.519	865.194	
-0.954177	3.09349e-05	999.046	3.41421e-05	499.516	865.19	
-0.954164	4.76086e-05	999.046	5.38516e-05	499.513	865.185	
-0.954147	6.7476e-05	999.046	7.82367e-05	499.507	865.179	
-0.954127	9.03274e-05	999.046	0.00010738	499.501	865.172	
-0.954102	0.000115943	999.046	0.000141351	499.494	865.164	
-0.954074	0.000144094	999.046	0.00018021	499.485	865.155	
-0.954041	0.000174541	999.046	0.000224003	499.475	865.146	
-0.954004	0.000207038	999.046	0.000272767	499.464	865.136	
-0.953962	0.000241329	999.046	0.000326526	499.451	865.125	
-0.953915	0.000277152	999.046	0.000385295	499.436	865.113	
-0.953863	0.000314235	999.046	0.000449076	499.42	865.101	
-0.953806	0.000352302	999.046	0.000517863	499.402	865.089	
-0.953744	0.000391069	999.046	0.000591638	499.383	865.076	
-0.953677	0.000430248	999.046	0.000670373	499.361	865.062	
-0.953605	0.000469543	999.046	0.000754031	499.338	865.048	
-0.953527	0.000508656	999.046	0.000842565	499.313	865.034	
-0.953443	0.000547284	999.046	0.000935919	499.286	865.02	
-0.953354	0.00058512	999.046	0.00103403	499.257	865.006	
-0.95326	0.000621854	999.046	0.00113682	499.226	864.991	
-0.95316	0.000657173	999.046	0.00124422	499.192	864.977	
-0.953054	0.000690765	999.046	0.00135612	499.157	864.962	
-0.952943	0.000722314	999.046	0.00147244	499.119	864.948	
-0.952826	0.000751504	999.046	0.00159307	499.079	864.933	
-0.952704	0.000778018	999.046	0.00171791	499.037	864.919	
-0.952577	0.000801542	999.046	0.00184683	498.993	864.905	
-0.952444	0.000821762	999.046	0.00197971	498.946	864.892	
-0.952306	0.000838363	999.046	0.00211642	498.897	864.878	
-0.952163	0.000851037	999.046	0.00225684	498.845	864.866	
-0.952014	0.000859476	999.046	0.00240082	498.791	864.853	
-0.951861	0.000863376	999.046	0.00254822	498.735	864.842	
-0.951703	0.000862437	999.046	0.0026989	498.676	864.83	
-0.95154	0.000856363	999.046	0.00285271	498.615	864.82	
-0.951373	0.000844866	999.046	0.00300949	498.551	864.81	
-0.951202	0.000827661	999.046	0.00316909	498.484	864.801	
-0.951027	0.00080447	999.046	0.00333136	498.416	864.792	
-0.950847	0.000775023	999.046	0.00349613	498.344	864.785	
