122.76	499.809	
245.52	499.846	
368.28	499.869	
491.04	499.876	
613.8	499.864	
736.56	499.83	
859.32	499.772	
982.08	499.69	
1104.84	499.582	
1227.6	499.446	
1350.36	499.284	
1473.12	499.094	
1595.88	498.878	
1718.64	498.635	
1841.4	498.369	
1964.16	498.079	
2086.92	497.769	
2209.68	497.441	
2332.44	497.097	
2455.2	496.74	
2577.96	496.374	
2700.72	496.001	
2823.48	495.625	
2946.24	495.25	
3069	494.879	
3191.76	494.516	
3314.52	494.163	
3437.28	493.824	
3560.04	493.501	
3682.8	493.198	
3805.56	492.917	
3928.32	492.659	
4051.08	492.427	
4173.84	492.221	
4296.6	492.043	
4419.36	491.893	
4542.12	491.771	
4664.88	491.677	
4787.64	491.61	
4910.4	491.568	
5033.16	491.55	
5155.92	491.553	
5278.68	491.577	
5401.44	491.617	
5524.2	491.671	
5646.96	491.737	
5769.72	491.81	
5892.48	491.887	
6015.24	491.965	
6138	492.041	
6260.76	492.111	
6383.52	492.171	
6506.28	492.219	
6629.04	492.253	
6751.8	492.268	
6874.56	492.263	
6997.32	492.235	
7120.08	492.184	
7242.84	492.107	
7365.6	492.004	
7488.36	491.874	
7611.12	491.718	
7733.88	491.535	
7856.64	491.327	
7979.4	491.094	
8102.16	490.839	
8224.92	490.563	
8347.68	490.269	
8470.44	489.959	
8593.2	489.636	
8715.96	489.303	
8838.72	488.964	
8961.48	488.622	
9084.24	488.28	
9207	487.942	
9329.76	487.611	
9452.52	487.291	
9575.28	486.984	
9698.04	486.695	
9820.8	486.424	
9943.56	486.176	
10066.3	485.952	
10189.1	485.754	
10311.8	485.584	
10434.6	485.441	
10557.4	485.327	
10680.1	485.243	
10802.9	485.187	
10925.6	485.159	
11048.4	485.157	
11171.2	485.181	
11293.9	485.228	
11416.7	485.296	
11539.4	485.383	
11662.2	485.485	
11785	485.599	
11907.7	485.723	
12030.5	485.852	
12153.2	485.984	
12276	486.115	
12398.8	486.241	
12521.5	486.36	
12644.3	486.467	
12767	486.561	
12889.8	486.637	
13012.6	486.695	
13135.3	486.73	
13258.1	486.743	
13380.8	486.731	
13503.6	486.693	
13626.4	486.629	
13749.1	486.539	
13871.9	486.422	
13994.6	486.28	
14117.4	486.114	
14240.2	485.924	
14362.9	485.714	
14485.7	485.485	
14608.4	485.24	
14731.2	484.982	
14854	484.714	
14976.7	484.438	
15099.5	484.159	
15222.2	483.88	
15345	483.604	
15467.8	483.335	
15590.5	483.077	
15713.3	482.832	
15836	482.603	
15958.8	482.394	
16081.6	482.207	
16204.3	482.044	
16327.1	481.907	
16449.8	481.797	
16572.6	481.717	
16695.4	481.665	
16818.1	481.643	
16940.9	481.651	
17063.6	481.687	
17186.4	481.751	
17309.2	481.841	
17431.9	481.955	
17554.7	482.091	
17677.4	482.247	
17800.2	482.42	
17923	482.606	
18045.7	482.803	
18168.5	483.007	
18291.2	483.214	
18414	483.421	
18536.8	483.625	
18659.5	483.823	
18782.3	484.01	
18905	484.184	
19027.8	484.342	
19150.6	484.482	
19273.3	484.6	
19396.1	484.696	
19518.8	484.768	
19641.6	484.814	
19764.4	484.834	
19887.1	484.828	
20009.9	484.795	
20132.6	484.736	
20255.4	484.653	
20378.2	484.546	
20500.9	484.418	
20623.7	484.271	
20746.4	484.107	
20869.2	483.928	
20992	483.739	
21114.7	483.542	
21237.5	483.34	
21360.2	483.138	
21483	482.938	
21605.8	482.744	
21728.5	482.559	
21851.3	482.388	
21974	482.232	
22096.8	482.095	
22219.6	481.979	
22342.3	481.887	
22465.1	481.822	
22587.8	481.783	
22710.6	481.773	
22833.4	481.792	
22956.1	481.841	
23078.9	481.92	
23201.6	482.027	
23324.4	482.163	
23447.2	482.326	
23569.9	482.513	
23692.7	482.723	
23815.4	482.954	
23938.2	483.202	
24061	483.464	
24183.7	483.738	
24306.5	484.02	
24429.2	484.306	
24552	484.593	
24674.8	484.878	
24797.5	485.156	
24920.3	485.425	
25043	485.682	
25165.8	485.923	
25288.6	486.146	
25411.3	486.348	
25534.1	486.528	
25656.8	486.683	
25779.6	486.813	
25902.4	486.917	
26025.1	486.993	
26147.9	487.043	
26270.6	487.066	
26393.4	487.064	
26516.2	487.038	
26638.9	486.99	
26761.7	486.921	
26884.4	486.834	
27007.2	486.732	
27130	486.617	
27252.7	486.494	
27375.5	486.365	
27498.2	486.233	
27621	486.103	
27743.8	485.977	
27866.5	485.86	
27989.3	485.755	
28112	485.664	
28234.8	485.591	
28357.6	485.538	
28480.3	485.508	
28603.1	485.504	
28725.8	485.526	
28848.6	485.576	
28971.4	485.655	
29094.1	485.764	
29216.9	485.902	
29339.6	486.069	
29462.4	486.264	
29585.2	486.486	
29707.9	486.733	
29830.7	487.003	
29953.4	487.294	
30076.2	487.603	
30199	487.927	
30321.7	488.263	
30444.5	488.607	
30567.2	488.956	
30690	489.307	
30812.8	489.655	
30935.5	489.998	
31058.3	490.332	
31181	490.654	
31303.8	490.961	
31426.6	491.249	
31549.3	491.517	
31672.1	491.762	
31794.8	491.982	
31917.6	492.177	
32040.4	492.344	
32163.1	492.484	
32285.9	492.597	
32408.6	492.682	
32531.4	492.741	
32654.2	492.775	
32776.9	492.784	
32899.7	492.772	
33022.4	492.741	
33145.2	492.693	
33268	492.631	
33390.7	492.558	
33513.5	492.478	
33636.2	492.394	
33759	492.31	
33881.8	492.229	
34004.5	492.154	
34127.3	492.09	
34250	492.038	
34372.8	492.003	
34495.6	491.988	
34618.3	491.994	
34741.1	492.024	
34863.8	492.079	
34986.6	492.162	
35109.4	492.273	
35232.1	492.413	
35354.9	492.581	
35477.6	492.779	
35600.4	493.004	
35723.2	493.256	
35845.9	493.533	
35968.7	493.834	
36091.4	494.155	
36214.2	494.494	
36337	494.849	
36459.7	495.216	
36582.5	495.591	
36705.2	495.972	
36828	496.355	
36950.8	496.736	
37073.5	497.111	
37196.3	497.478	
37319	497.832	
37441.8	498.172	
37564.6	498.493	
37687.3	498.793	
37810.1	499.071	
37932.8	499.323	
38055.6	499.549	
38178.4	499.747	
38301.1	499.917	
38423.9	500.058	
38546.6	500.172	
38669.4	500.257	
38792.2	500.316	
38914.9	500.349	
39037.7	500.36	
39160.4	500.349	
39283.2	500.32	
39406	500.275	
39528.7	500.218	
39651.5	500.151	
39774.2	500.079	
39897	500.004	
40019.8	499.931	
40142.5	499.862	
40265.3	499.802	
40388	499.753	
40510.8	499.72	
40633.6	499.703	
40756.3	499.707	
40879.1	499.734	
41001.8	499.786	
41124.6	499.863	
41247.4	499.968	
41370.1	500.101	
41492.9	500.262	
41615.6	500.451	
41738.4	500.668	
41861.2	500.911	
41983.9	501.18	
42106.7	501.471	
42229.4	501.783	
42352.2	502.114	
42475	502.46	
42597.7	502.819	
42720.5	503.187	
42843.2	503.56	
42966	503.935	
43088.8	504.309	
43211.5	504.677	
43334.3	505.037	
43457	505.385	
43579.8	505.718	
43702.6	506.032	
43825.3	506.326	
43948.1	506.596	
44070.8	506.84	
44193.6	507.058	
44316.4	507.248	
44439.1	507.408	
44561.9	507.539	
44684.6	507.64	
44807.4	507.712	
44930.2	507.757	
45052.9	507.775	
45175.7	507.768	
45298.4	507.738	
45421.2	507.688	
45544	507.621	
45666.7	507.54	
45789.5	507.447	
45912.2	507.347	
46035	507.243	
46157.8	507.138	
46280.5	507.036	
46403.3	506.941	
46526	506.856	
46648.8	506.784	
46771.6	506.728	
46894.3	506.691	
47017.1	506.676	
47139.8	506.684	
47262.6	506.717	
47385.4	506.777	
47508.1	506.864	
47630.9	506.979	
47753.6	507.121	
47876.4	507.291	
47999.2	507.487	
48121.9	507.708	
48244.7	507.953	
48367.4	508.218	
48490.2	508.502	
48613	508.802	
48735.7	509.115	
48858.5	509.437	
48981.2	509.765	
49104	510.096	
49226.8	510.425	
49349.5	510.75	
49472.3	511.066	
49595	511.371	
49717.8	511.66	
49840.6	511.931	
49963.3	512.182	
50086.1	512.408	
50208.8	512.61	
50331.6	512.783	
50454.4	512.928	
50577.1	513.044	
50699.9	513.128	
50822.6	513.183	
50945.4	513.208	
51068.2	513.203	
51190.9	513.171	
51313.7	513.113	
51436.4	513.03	
51559.2	512.926	
51682	512.803	
51804.7	512.664	
51927.5	512.512	
52050.2	512.351	
52173	512.185	
52295.8	512.016	
52418.5	511.849	
52541.3	511.687	
52664	511.533	
52786.8	511.391	
52909.6	511.265	
53032.3	511.156	
53155.1	511.068	
53277.8	511.003	
53400.6	510.962	
53523.4	510.947	
53646.1	510.959	
53768.9	510.998	
53891.6	511.065	
54014.4	511.16	
54137.2	511.281	
54259.9	511.427	
54382.7	511.596	
54505.4	511.788	
54628.2	511.998	
54751	512.225	
54873.7	512.465	
54996.5	512.716	
55119.2	512.973	
55242	513.233	
55364.8	513.493	
55487.5	513.749	
55610.3	513.997	
55733	514.234	
55855.8	514.456	
55978.6	514.66	
56101.3	514.844	
56224.1	515.004	
56346.8	515.139	
56469.6	515.246	
56592.4	515.324	
56715.1	515.372	
56837.9	515.39	
56960.6	515.376	
57083.4	515.332	
57206.2	515.258	
57328.9	515.155	
57451.7	515.025	
57574.4	514.87	
57697.2	514.692	
57820	514.494	
57942.7	514.279	
58065.5	514.05	
58188.2	513.811	
58311	513.564	
58433.8	513.315	
58556.5	513.066	
58679.3	512.821	
58802	512.583	
58924.8	512.357	
59047.6	512.145	
59170.3	511.95	
59293.1	511.775	
59415.8	511.622	
59538.6	511.494	
59661.4	511.392	
59784.1	511.316	
59906.9	511.269	
60029.6	511.249	
60152.4	511.257	
60275.2	511.292	
60397.9	511.353	
60520.7	511.438	
60643.4	511.546	
60766.2	511.674	
60889	511.819	
61011.7	511.978	
61134.5	512.149	
61257.2	512.328	
61380	512.511	
61502.8	512.694	
61625.5	512.875	
61748.3	513.048	
61871	513.212	
61993.8	513.361	
62116.6	513.494	
62239.3	513.606	
62362.1	513.695	
62484.8	513.76	
62607.6	513.797	
62730.4	513.805	
62853.1	513.783	
62975.9	513.73	
63098.6	513.646	
63221.4	513.532	
63344.2	513.387	
63466.9	513.212	
63589.7	513.01	
63712.4	512.783	
63835.2	512.531	
63958	512.259	
64080.7	511.969	
64203.5	511.665	
64326.2	511.349	
64449	511.025	
64571.8	510.698	
64694.5	510.37	
64817.3	510.046	
64940	509.729	
65062.8	509.423	
65185.6	509.13	
65308.3	508.855	
65431.1	508.6	
65553.8	508.367	
65676.6	508.158	
65799.4	507.976	
65922.1	507.821	
66044.9	507.695	
66167.6	507.597	
66290.4	507.528	
66413.2	507.487	
66535.9	507.473	
66658.7	507.484	
66781.4	507.519	
66904.2	507.576	
67027	507.651	
67149.7	507.742	
67272.5	507.846	
67395.2	507.959	
67518	508.078	
67640.8	508.198	
67763.5	508.317	
67886.3	508.43	
68009	508.534	
68131.8	508.626	
68254.6	508.701	
68377.3	508.758	
68500.1	508.792	
68622.8	508.802	
68745.6	508.785	
68868.4	508.74	
68991.1	508.665	
69113.9	508.559	
69236.6	508.423	
69359.4	508.256	
69482.2	508.058	
69604.9	507.831	
69727.7	507.576	
69850.4	507.295	
69973.2	506.99	
70096	506.664	
70218.7	506.319	
70341.5	505.96	
70464.2	505.589	
70587	505.21	
70709.8	504.826	
70832.5	504.443	
70955.3	504.062	
71078	503.689	
71200.8	503.326	
71323.6	502.978	
71446.3	502.646	
71569.1	502.335	
71691.8	502.047	
71814.6	501.784	
71937.4	501.548	
72060.1	501.34	
72182.9	501.161	
72305.6	501.012	
72428.4	500.893	
72551.2	500.803	
72673.9	500.742	
72796.7	500.708	
72919.4	500.698	
73042.2	500.712	
73165	500.746	
